"","SEXORNT","REALINC","CONINC","CONRINC","BALLOT","WRKSTAT","HRS1","HRS2","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSLF","SPPRES80","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","PAIND10","MAWRKSLF","MAOCC10","MAIND10","SIBS","CHILDS","AGE","AGEKDBRN","EDUC","PAEDUC","MAEDUC","SPEDUC","DEGREE","PADEG","MADEG","SPDEG","DIPGED","SEX","RACE","RES16","REG16","FAMILY16","FAMDIF16","INCOM16","INCOME","REGION","PARTYID","NATEDUC","NATEDUCY","ATTEND","RELIG16","HAPPY","HAPMAR","HAPCOHAB","HEALTH","LIFE","CONEDUC","SOCREL","SOCOMMUN","SOCFREND","SOCBAR","WEEKSWRK","JOBLOSE","JOBFIND","SATJOB","SATFIN","ABNOMORE","ABHLTH","ABPOOR","ABANY","PILLOK","SEXEDUC","FECHLD","COMPUSE","YEARSJOB","MNTLHLTH","INTEDUC","SPSCHOOL","OPPARED","OPEDUC","OPSEX","TOPPROB1","TOPPROB2","MASEI10","PASEI10","SEI10","SPSEI10","INCOME16","HLTHSTRT","COSEI10","ID_","YEAR"
"57",-100,13292.5,20572.5,20572.5,2,1,40,-100,2,3930,7680,3,-100,2,-100,-70,-100,-100,-100,-99,-99,-100,-100,-100,6,3,28,17,14,12,16,-100,1,0,1,-100,1,2,2,6,2,2,-99,5,12,2,2,1,-100,0,1,-98,-100,-100,2,-100,2,7,7,6,7,52,4,1,2,3,-100,-100,-100,-100,2,1,3,1,2,1,-70,-70,-70,-70,-70,-70,-70,-100,-100,34.7,-100,16,-100,-100,57,2022
"58",-100,2658.5,4114.5,4114.5,1,7,-100,-100,2,2320,7860,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,3600,8170,4,1,20,20,13,-100,-98,-100,1,-100,-98,-100,1,2,2,6,2,5,-100,4,6,2,1,-100,1,0,11,1,-100,-100,1,1,-100,3,7,5,5,0,-100,-100,2,3,1,1,2,1,1,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,24.2,-100,82.5,-100,6,1,-100,58,2022
"59",-98,5623.75,8703.75,-100,3,5,-100,-100,2,3600,8190,5,-100,-100,-100,-70,-100,-100,2,10,9370,-100,-100,-100,5,4,62,24,14,16,12,-100,1,1,1,-100,1,2,1,3,0,1,-100,4,9,2,0,-100,1,7,2,3,-100,-100,2,2,1,-100,-100,-100,-100,0,-100,-100,-100,3,2,-99,2,2,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,77.4,24.2,-100,10,2,-100,59,2022
"60",-100,-100,-100,-100,1,4,-100,-100,2,4020,8680,5,-100,-100,-100,-70,-100,-100,2,-99,-99,2,4610,9290,1,1,36,33,12,2,12,-100,0,0,1,-100,-100,2,1,6,2,1,-100,-98,-90,2,1,1,-100,3,2,3,-100,-100,3,2,-100,6,3,7,7,0,-100,-100,2,3,-100,-100,-100,-100,-98,1,1,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,20.1,-100,13.6,-100,-90,-100,-100,60,2022
"61",3,11247.5,17407.5,17407.5,3,4,-100,-100,2,9120,6180,5,-100,-100,-100,-70,-100,-100,2,6260,770,2,3800,9470,1,1,49,19,10,12,16,-100,0,1,3,-100,-100,2,1,5,2,1,-100,3,12,2,0,-100,3,-99,2,3,-100,-100,3,2,2,-100,-100,-100,-100,52,-100,-100,2,3,1,1,-98,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,45.1,25.2,31.6,-100,15,3,-100,61,2022
"62",3,204.5,316.5,-100,3,2,18,-100,2,4610,8170,4,-100,2,-100,-70,-100,-100,2,4700,4970,2,4700,5380,4,3,30,21,12,-98,12,-100,1,-98,1,-100,1,2,1,4,2,3,2,2,1,2,3,1,-100,7,1,2,-100,-100,2,2,2,-100,-100,-100,-100,0,-100,-100,2,3,-100,-100,-100,-100,-100,-100,-100,-100,0.25,30,-70,-70,-70,-70,-70,-70,-70,43,43,20.1,-100,1,-100,-100,62,2022
"63",3,7668.75,11868.75,-100,2,5,-100,-100,2,8320,1990,3,-100,2,-100,-70,-100,-100,1,6050,170,-100,-100,-100,6,3,62,26,9,6,0,-100,0,0,0,-100,-100,2,3,1,0,1,-100,2,10,2,6,-100,1,0,2,1,-100,-100,2,-100,3,4,7,6,7,0,-100,-100,-100,3,-100,-100,-100,-100,2,2,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,14,13.2,-100,12,2,-100,63,2022
"64",-100,4601.25,7121.25,-100,3,5,-100,-100,2,7700,1990,3,-100,2,-100,-70,-100,-100,1,6050,170,-100,-100,-100,6,2,70,24,4,-98,-98,-100,0,-98,-98,-100,-100,2,-100,1,0,1,-100,2,9,2,1,2,-100,3,2,1,-100,-100,3,2,1,-100,-100,-100,-100,0,-100,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,14,46.5,-100,9,-100,-100,64,2022
"65",-100,3681,5697,5697,3,5,-100,-100,2,8965,3980,2,2,-100,-100,-70,-100,-100,-100,-100,-100,2,4020,7860,6,3,73,16,8,-100,12,-100,0,-100,1,-100,-100,2,3,1,0,5,2,2,8,2,-99,2,-100,3,1,3,-100,-100,4,2,2,-100,-100,-100,-100,0,-100,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.6,-100,26.8,-100,8,-100,-100,65,2022
"66",-98,-100,-100,-100,2,1,40,-100,2,3500,8190,5,-100,-100,-100,-70,-100,-100,-100,3600,-99,-100,-100,-100,4,8,34,-97,12,-98,-98,-100,0,-98,-98,-100,-100,2,2,6,2,1,-100,3,-100,2,3,-100,1,0,4,3,-100,-100,1,-100,3,1,1,2,7,40,4,1,1,1,-100,-100,-100,-100,1,1,1,1,-97,-97,-70,-70,-70,-70,-70,-70,-70,-100,24.2,46.6,-100,-98,-100,-100,66,2022
"67",3,13292.5,20572.5,20572.5,3,2,20,-100,1,9140,6190,5,-100,-100,-100,-70,-100,-100,1,4700,4970,2,4230,8660,3,1,47,28,16,9,12,-100,3,0,1,-100,1,2,1,6,2,8,5,2,12,2,3,1,-100,0,2,3,-100,-100,3,1,2,-100,-100,-100,-100,-97,-100,-100,1,2,-100,-100,-100,-100,-100,-100,-100,-100,4,0,-70,-70,-70,-70,-70,-70,-70,12.6,43,28.5,-100,16,-100,-100,67,2022
"68",-100,818,1266,-100,1,2,8,-100,2,4610,8170,4,-100,2,-100,-70,-100,-100,1,1560,7290,-100,-100,-100,6,4,47,26,15,8,6,-100,1,0,0,-100,1,2,1,3,0,1,-100,2,2,2,2,1,-100,5,2,3,-100,-100,2,1,-100,4,7,6,7,0,3,3,4,2,-100,-100,-100,-100,3,1,1,2,0.25,-99,-70,-70,-70,-70,-70,-70,-70,-100,49.6,20.1,-100,2,-100,-100,68,2022
"69",-100,27607.5,42727.5,42727.5,1,1,60,-100,2,420,8370,3,-100,2,-100,-70,-100,-100,-100,-100,-100,2,5810,3380,3,5,58,17,17,-100,12,-100,3,-100,1,-100,2,2,2,5,2,5,-100,3,12,2,1,-100,1,3,1,2,-100,-100,3,3,-100,1,7,4,4,47,3,3,2,2,1,1,1,1,3,1,2,1,3,0,-70,-70,-70,-70,-70,-70,-70,32.6,-100,67.8,-100,20,3,-100,69,2022
"70",3,6646.25,10286.25,-100,2,5,-100,-100,2,5100,5790,3,-100,2,-100,-70,-100,-100,1,205,180,-100,-100,-100,6,2,82,19,12,12,12,-100,1,0,1,-100,1,2,2,3,0,1,-100,3,10,2,1,-100,2,1,1,3,-100,-100,2,-100,2,4,2,4,7,0,-100,-100,-100,2,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,39.9,34.8,-100,11,1,-100,70,2022
"71",-100,13292.5,20572.5,-100,1,1,40,-100,2,-99,-99,2,2,-100,-100,-70,-100,-100,2,9750,770,2,4230,7690,6,2,67,22,12,8,12,-100,1,0,1,-100,2,1,2,6,2,1,-100,2,12,2,0,-100,1,5,1,2,-100,-100,2,2,-100,5,4,7,5,52,3,2,1,2,1,1,1,1,2,1,2,2,3,0,-70,-70,-70,-70,-70,-70,-70,12.6,31.3,-100,-100,16,2,-100,71,2022
"72",-100,40900,63300,63300,1,1,40,-100,2,9410,6180,4,-100,2,-100,-70,-100,-100,2,9140,6190,2,4020,8680,2,0,41,-100,14,-98,16,-100,1,-98,3,-100,2,1,2,6,2,3,-100,2,12,2,3,-100,1,1,2,2,-100,-100,2,1,-100,5,5,5,6,52,4,2,2,2,2,1,2,2,3,1,1,1,8,0,-70,-70,-70,-70,-70,-70,-70,13.6,28.5,50.1,-100,22,-100,-100,72,2022
"73",-100,135195.96432,158424.85359,-100,2,1,38,-100,2,2016,9490,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,2145,7270,5,0,32,-100,16,-100,16,-100,3,-100,3,-100,1,2,2,6,2,5,2,-98,12,2,1,1,-100,2,1,2,-100,-100,3,-100,3,2,3,4,5,47,1,3,2,3,-100,-100,-100,-100,2,1,2,1,0.75,5,-70,-70,-70,-70,-70,-70,-70,60.3,-100,43.8,-100,26,-100,-100,73,2022
"74",-100,13292.5,20572.5,15033.75,1,5,-100,-100,2,3600,8270,3,-100,2,-100,-70,-100,-100,1,205,170,-100,-100,-100,6,3,65,26,9,0,9,-100,0,0,0,-100,-100,2,2,4,0,1,-100,1,12,2,1,1,-100,5,1,2,-100,-100,2,1,-100,4,6,6,7,30,-100,-100,-100,3,-100,-100,-100,-100,2,-98,2,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,39.9,24.2,-100,16,-100,-100,74,2022
"75",-100,6646.25,10286.25,-100,1,8,-100,-100,2,3645,8190,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,5000,8190,2,0,57,-100,18,-100,14,-100,4,-100,2,-100,1,2,2,6,2,5,-100,3,10,2,0,-100,1,7,2,3,-100,-100,4,2,-100,5,2,4,5,0,-100,-100,-100,3,1,1,1,2,2,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,52,-100,28.7,-100,11,-100,-100,75,2022
"76",-100,22495,34815,34815,2,1,37,-100,2,3600,8190,3,-100,2,-100,-70,-100,-100,1,205,170,-100,-100,-100,6,4,55,28,12,0,11,-100,1,0,0,-100,1,1,2,3,0,1,-100,3,12,2,0,2,-100,2,10,3,-100,1,3,-100,1,2,6,6,7,52,4,3,2,2,-100,-100,-100,-100,1,1,2,1,20,0,-70,-70,-70,-70,-70,-70,-70,-100,39.9,24.2,-100,19,-100,20.1,76,2022
"77",3,-100,-100,13451.25,3,5,-100,-100,2,5120,6870,2,2,-100,-100,-70,-100,-100,2,-99,-99,2,-99,-99,4,4,86,16,9,-98,-98,-100,0,-98,-98,-100,-100,2,2,6,2,1,-100,5,-100,2,0,-100,1,7,1,3,-100,-100,4,2,1,-100,-100,-100,-100,0,-100,-100,-100,2,2,1,2,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,38.3,-100,-98,-100,-100,77,2022
"78",-100,15337.5,23737.5,23737.5,1,1,40,-100,2,-100,-100,5,-100,-100,-100,-70,-100,-100,2,-99,-99,2,-99,-99,3,0,31,-100,20,16,16,-100,3,3,3,-100,1,2,2,6,2,1,-100,3,12,2,3,-100,1,0,11,2,-100,-100,3,2,-100,3,7,5,5,52,3,2,3,2,1,1,1,1,2,1,1,1,2,0,-70,-70,-70,-70,-70,-70,-70,-100,-100,-100,-100,17,-100,-100,78,2022
"79",-100,18405,28485,-100,2,7,-100,-100,2,5860,9470,3,-100,1,-100,-70,-100,-100,2,5860,2290,2,2310,7860,1,2,62,19,12,12,16,-100,1,0,3,-100,1,2,1,6,2,1,-100,2,12,2,5,1,-100,3,2,1,-100,-100,1,-100,2,3,2,4,5,52,-100,-100,1,2,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,80.9,35.8,35.8,-100,18,-100,-100,79,2022
"80",-100,-100,-100,-100,2,1,40,-100,2,3645,7970,5,-100,-100,-100,-70,-100,-100,2,8965,3990,2,4610,9290,6,0,23,-100,17,5,12,-100,3,0,1,-100,1,2,2,6,0,1,-100,2,-100,2,1,1,-100,0,2,-98,-100,-100,3,-100,2,4,7,4,7,-98,3,3,2,3,-100,-100,-100,-100,1,1,2,1,1,-98,-70,-70,-70,-70,-70,-70,-70,20.1,26.8,28.7,-100,-98,-100,-100,80,2022
"81",-100,40900,63300,34815,2,1,40,-100,2,9120,6180,1,1,2,2,-70,3850,9470,2,400,6370,-100,-100,-100,6,0,-99,-100,16,-98,-98,16,3,-98,-98,1,1,2,2,4,0,1,-100,3,12,2,0,1,-100,-99,-99,1,1,-100,1,-100,3,2,2,3,7,52,4,1,1,2,-100,-100,-100,-100,1,1,1,1,-99,0,-70,-70,-70,-70,-70,-70,-70,-100,67.7,31.6,65.3,22,-100,-100,81,2022
"82",2,13292.5,20572.5,-100,3,1,30,-100,2,4840,7580,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,4760,4670,4,0,22,-100,14,-100,12,-100,1,-100,1,-100,1,2,2,5,5,5,2,1,12,2,2,1,-100,2,1,3,-100,-100,3,2,2,-100,-100,-100,-100,52,-100,-100,3,3,-100,-100,-100,-100,-100,-100,-100,-100,0.25,30,-70,-70,-70,-70,-70,-70,-70,39.7,-100,61.2,-100,16,-100,-100,82,2022
"83",-100,57260,88620,42727.5,2,1,40,-100,2,4760,4790,1,1,2,2,-70,4600,8470,-100,-100,-100,2,800,5170,3,1,44,28,15,-100,16,16,2,-100,3,3,1,1,1,4,5,5,2,2,12,2,0,1,-100,1,2,2,1,-100,2,-100,2,4,7,5,5,49,4,2,2,1,-100,-100,-100,-100,1,1,1,1,2,1,-70,-70,-70,-70,-70,-70,-70,76.3,-100,39.7,21.8,24,-100,-100,83,2022
"84",-100,13292.5,20572.5,-100,2,1,30,-100,2,710,7390,5,-100,-100,-100,-70,-100,-100,-100,-99,-99,2,3255,8190,2,0,24,-100,15,20,20,-100,1,4,4,-100,1,2,3,6,2,1,-100,1,12,2,3,1,-100,0,1,2,-100,-100,2,-100,3,5,7,2,4,51,4,3,2,3,-100,-100,-100,-100,1,1,3,1,0.25,5,-70,-70,-70,-70,-70,-70,-70,84.2,-100,78.3,-100,16,-100,-100,84,2022
"85",-100,49080,75960,-100,1,6,-100,-100,2,4710,8570,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,5700,7070,3,2,37,31,18,-100,16,-100,4,-100,3,-100,1,1,2,6,2,5,2,3,12,2,0,1,-100,3,1,2,-100,1,2,1,-100,2,2,4,4,16,-100,-100,-100,3,-100,-100,-100,-100,1,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,38.8,-100,57.5,-100,23,-100,38.3,85,2022
"86",-100,49080,75960,63300,1,1,80,-100,1,2850,6570,3,-100,2,-100,-70,-100,-100,2,9830,9870,-100,-100,-100,3,4,79,17,20,12,12,-100,4,1,1,-100,1,1,1,3,1,1,-100,3,12,2,2,-100,-98,0,1,2,-100,-100,1,1,-100,6,2,4,7,52,4,3,1,2,1,1,1,1,1,1,2,1,-98,0,-70,-70,-70,-70,-70,-70,-70,-100,50.4,73.6,-100,23,2,-100,86,2022
"87",3,6646.25,10286.25,-100,2,6,-100,-100,-100,-100,-100,5,-100,-100,-100,-70,-100,-100,2,6355,770,2,3645,8180,3,0,22,-100,15,16,14,-100,1,4,3,-100,1,1,2,6,2,1,-100,2,10,2,1,-100,1,0,2,1,-100,-100,3,-100,3,1,4,4,7,0,-100,-100,-100,1,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,28.7,45.4,-100,-100,11,2,-100,87,2022
"88",-100,27607.5,42727.5,42727.5,1,7,-100,-100,2,2630,6570,5,-100,-100,-100,-70,-100,-100,2,430,8660,2,9050,6070,1,0,34,-100,16,16,12,-100,3,3,1,-100,1,1,3,6,9,1,-100,4,12,2,2,-100,1,0,4,3,-100,-100,3,1,-100,5,2,4,4,20,-100,-100,3,3,1,1,1,1,1,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,52.6,67.7,61.4,-100,20,2,-100,88,2022
"89",1,49080,75960,75960,2,1,40,-100,2,120,6870,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,5160,6870,1,0,26,-100,16,-100,14,-100,3,-100,1,-100,1,1,2,4,5,5,-100,2,12,2,0,-100,1,0,4,2,-100,-100,1,-100,2,5,3,2,2,52,3,2,1,1,-100,-100,-100,-100,2,1,1,1,0.25,0,-70,-70,-70,-70,-70,-70,-70,20.8,-100,69.3,-100,23,-100,-100,89,2022
"90",3,18405,28485,-100,2,1,45,-100,2,1020,4670,5,-100,-100,-100,-70,-100,-100,2,430,6870,-100,-100,-100,2,0,29,-100,17,16,16,-100,4,3,3,-100,1,1,-100,4,1,1,-100,4,12,2,0,-100,1,1,11,2,-100,1,1,-100,2,4,3,4,3,20,3,1,2,1,-100,-100,-100,-100,1,1,2,1,0.75,0,-70,-70,-70,-70,-70,-70,-70,-100,67.7,87.9,-100,18,2,87.3,90,2022
"91",-100,135195.96432,158424.85359,52222.5,1,1,20,-100,2,735,3980,1,2,2,2,-70,1020,6970,2,3400,8180,-100,-100,-100,3,1,36,35,16,12,16,16,3,4,3,3,1,2,1,3,1,1,-100,3,12,2,2,1,-100,0,2,1,1,-100,1,1,-100,3,3,4,3,52,1,1,4,1,-100,-100,-100,-100,2,1,2,1,3,2,-70,-70,-70,-70,-70,-70,-70,-100,53,75.6,87.9,26,-100,-100,91,2022
"92",-100,-100,-100,-100,1,2,25,-100,1,2600,8560,5,-100,-100,-100,-70,-100,-100,2,8630,2290,2,350,8190,3,0,29,-100,15,15,9,-100,1,1,0,-100,1,2,2,5,7,1,-100,3,-90,2,2,1,-100,2,2,2,-100,-100,1,1,-100,5,2,2,3,0,4,2,2,2,-100,-100,-100,-100,1,1,3,1,0.75,1,-70,-70,-70,-70,-70,-70,-70,71.8,53.2,60.1,-100,-90,-100,-100,92,2022
"93",3,40900,63300,42727.5,2,7,-100,-100,2,6260,770,5,-100,-100,-100,-70,-100,-100,2,9830,9870,2,3940,770,4,0,47,-100,12,12,12,-100,1,1,1,-100,1,1,3,6,2,1,-100,1,12,2,6,-100,1,2,11,3,-100,-100,3,-100,3,1,2,2,4,52,-100,-100,1,3,-100,-100,-100,-100,3,2,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,27,50.4,25.2,-100,22,2,-100,93,2022
"94",1,22495,34815,34815,2,1,40,-100,2,2010,8370,5,-100,-100,-100,-70,-100,-100,2,7800,1270,2,3255,8190,6,0,58,-100,16,14,16,-100,3,1,3,-100,1,2,2,6,2,8,-100,5,12,2,2,-100,1,7,1,1,-100,-100,1,-100,3,3,7,4,5,52,4,2,1,3,-100,-100,-100,-100,2,1,2,1,1,0,-70,-70,-70,-70,-70,-70,-70,84.2,19.7,62.9,-100,19,3,-100,94,2022
"95",-100,18405,28485,23737.5,2,2,20,-100,1,2750,8560,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,2,0,46,-100,16,-100,16,-100,3,-100,3,-100,1,1,1,4,5,5,2,4,12,2,0,1,-100,0,3,3,-100,-100,2,-100,2,5,5,2,3,30,4,3,2,2,-100,-100,-100,-100,1,1,1,1,20,0,-70,-70,-70,-70,-70,-70,-70,-100,-100,52.3,-100,18,-100,-100,95,2022
"96",-100,40900,63300,63300,1,1,40,-100,2,4850,1370,5,-100,-100,-100,-70,-100,-100,1,800,7280,2,2100,7270,1,0,29,-100,16,12,20,-100,3,3,4,-100,1,2,3,6,9,1,-100,4,12,2,2,-100,1,0,2,2,-100,-100,2,1,-100,5,3,3,3,52,3,2,2,2,1,1,1,1,1,1,1,1,2,1,-70,-70,-70,-70,-70,-70,-70,91.1,76.3,62,-100,22,1,-100,96,2022
"97",3,27607.5,42727.5,34815,2,1,45,-100,2,5000,7970,1,2,2,2,-70,3910,8370,1,310,8680,2,5400,7970,2,2,46,41,16,8,12,16,1,0,0,3,1,2,1,6,2,1,-100,3,12,2,5,-100,1,5,10,2,2,-100,2,-100,3,2,3,4,6,46,3,2,2,3,-100,-100,-100,-100,3,2,1,1,27,30,-70,-70,-70,-70,-70,-70,-70,25.7,41,52,63.3,20,-100,-100,97,2022
"98",3,-100,-100,-100,3,5,-100,-100,2,1010,6870,4,-100,2,-100,-70,-100,-100,2,5860,1080,2,4220,7860,6,2,71,19,14,9,2,-100,2,0,0,-100,2,1,1,4,0,1,-100,3,-100,2,0,-100,1,2,2,1,-100,1,2,1,2,-100,-100,-100,-100,0,-100,-100,-100,2,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,20.7,35.8,81,-100,-98,-100,60.3,98,2022
"99",3,15337.5,23737.5,-100,2,1,40,-100,2,5260,8180,1,2,2,-100,-70,-100,-97,2,8350,1680,2,4610,8370,1,2,28,23,16,8,6,14,3,0,0,1,1,1,3,4,2,1,-100,3,12,2,3,-100,1,3,4,2,1,-100,2,-100,1,1,3,4,3,0,4,2,1,2,-100,-100,-100,-100,1,1,3,1,0.75,0,-70,-70,-70,-70,-70,-70,-70,20.1,26.5,35.3,-100,17,2,-100,99,2022
"100",-100,-100,-100,-100,1,1,40,-100,2,1006,7380,5,-100,-100,-100,-70,-100,-100,1,4700,4980,2,3255,8190,4,0,38,-100,16,16,16,-100,3,3,3,-100,1,2,1,6,2,1,-100,3,-90,2,4,-100,1,4,3,2,-100,1,2,1,-100,2,4,2,7,40,4,2,1,2,1,1,1,1,2,1,2,1,4,0,-70,-70,-70,-70,-70,-70,-70,84.2,43,80.7,-100,-90,1,-100,100,2022
"101",3,22495,34815,-100,3,1,45,-100,2,4710,7080,5,-100,-100,-100,-70,-100,-100,1,4320,8970,-100,-100,-100,6,0,25,-100,14,12,-100,-100,2,1,-100,-100,1,1,2,6,2,4,-100,2,12,2,1,-100,1,0,1,2,-100,-100,2,1,2,-100,-100,-100,-100,50,-100,-100,2,3,-98,1,1,2,-100,-100,-100,-100,0.25,-98,-70,-70,-70,-70,-70,-70,-70,-100,39.6,57.5,-100,19,1,-100,101,2022
"102",3,27607.5,42727.5,42727.5,3,1,40,-100,2,20,6990,5,-100,-100,-100,-70,-100,-100,2,9720,7790,2,5700,7860,3,0,34,-100,16,7,12,-100,3,0,1,-100,1,2,1,6,2,1,-100,3,12,2,3,-100,1,0,2,2,-100,-100,2,2,2,-100,-100,-100,-100,52,-100,-100,2,2,1,1,1,1,-100,-100,-100,-100,6,0,-70,-70,-70,-70,-70,-70,-70,38.8,24.1,68.6,-100,20,-100,-100,102,2022
"103",2,7668.75,11868.75,11868.75,3,2,26,-100,2,4620,8590,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,1,4230,9290,5,3,26,17,14,-100,-98,-100,2,-100,-98,-100,1,2,3,6,2,5,2,2,10,2,2,1,-100,3,2,2,-100,2,2,2,2,-100,-100,-100,-100,52,-100,-100,3,2,-100,-100,-100,-100,-100,-100,-100,-100,0.75,12,-70,-70,-70,-70,-70,-70,-70,12.6,-100,42.9,-100,12,-100,32,103,2022
"104",-100,27607.5,42727.5,20572.5,2,1,40,-100,2,4030,4970,4,-100,2,-100,-70,-100,-100,2,2910,5370,2,4760,5170,1,1,63,49,16,12,12,-100,3,1,0,-100,1,1,1,6,2,1,-100,3,12,2,1,1,-100,8,2,3,-100,-100,3,-100,3,2,5,5,3,50,1,1,3,3,-100,-100,-100,-100,2,1,2,1,3,2,-70,-70,-70,-70,-70,-70,-70,39.7,51.5,13.6,-100,20,-100,-100,104,2022
"105",-100,22495,34815,-100,3,2,8,-100,2,2200,7870,1,2,2,2,-70,-100,-97,1,6420,770,2,3255,8190,0,1,82,42,16,4,17,16,3,0,3,3,1,1,1,6,2,1,-100,3,12,2,6,-100,1,2,1,-98,3,-100,3,1,1,-100,-100,-100,-100,0,-100,-100,1,1,2,1,1,1,-100,-100,-100,-100,50,0,-70,-70,-70,-70,-70,-70,-70,84.2,24,84.5,-100,19,2,-100,105,2022
"106",-100,57260,88620,75960,1,1,33,-100,2,2310,7860,5,-100,-100,-100,-70,-100,-100,2,5700,6970,2,4600,7860,2,0,47,-100,18,12,10,-100,4,1,0,-100,1,1,1,5,2,1,-100,4,12,2,6,1,-100,1,2,2,-100,-100,2,2,-100,1,4,4,7,52,4,3,2,1,-100,-100,-100,-100,4,1,1,1,15,5,-70,-70,-70,-70,-70,-70,-70,21.8,38.8,80.9,-100,24,-100,-100,106,2022
"107",-100,135195.96432,158424.85359,163572.71343,2,1,70,-100,2,3255,8190,1,2,2,2,-70,4800,7470,2,350,8190,2,3255,8190,1,2,40,35,16,20,20,18,3,4,4,4,1,1,1,3,2,1,-100,3,12,2,3,1,-100,3,3,2,1,-100,2,-100,1,2,3,2,4,52,4,1,2,2,-100,-100,-100,-100,3,1,1,1,6,5,-70,-70,-70,-70,-70,-70,-70,84.2,71.8,84.2,61.5,26,-100,-100,107,2022
"108",3,57260,88620,-100,3,5,-100,-100,2,1360,770,1,2,2,2,-70,140,2190,1,205,170,2,8350,5170,6,0,71,-100,17,12,12,17,3,1,1,4,1,1,3,5,0,1,-100,2,12,2,3,2,-100,5,1,2,1,-100,2,2,1,-100,-100,-100,-100,0,-100,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,26.5,39.9,85.2,68,24,-100,-100,108,2022
"109",3,-100,-100,-100,2,5,-100,-100,2,5860,9370,1,1,2,1,-70,6210,8870,2,1410,570,-100,-100,-100,2,3,63,22,13,16,12,13,1,3,1,1,1,2,1,5,2,1,-100,4,-90,2,6,-100,3,2,2,2,1,-100,2,-100,3,2,4,4,4,5,-100,-100,-100,2,-100,-100,-100,-100,3,2,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,86.5,35.8,42.2,-90,-100,-100,109,2022
"110",-100,8691.25,13451.25,-100,1,7,-100,-100,2,5700,6990,2,2,-100,-100,-70,-100,-100,2,3740,9470,-100,-100,-100,5,7,89,23,15,12,16,-100,1,1,3,-100,1,2,1,5,2,1,-100,3,11,2,0,1,-100,2,2,2,-100,-100,3,2,-100,5,7,6,7,0,-100,-100,-97,1,-100,-100,-100,-100,2,2,3,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,65.1,38.8,-100,13,-100,-100,110,2022
"111",3,-100,-100,63300,2,1,60,-100,1,7130,7680,1,2,2,2,-70,5700,7680,2,9830,9870,2,5700,8190,3,3,61,25,16,16,12,14,1,3,1,1,1,1,1,3,2,1,-100,3,-100,2,6,-100,1,7,2,1,1,-100,2,-100,3,3,4,5,6,52,4,3,1,2,-100,-100,-100,-100,4,1,1,1,20,0,-70,-70,-70,-70,-70,-70,-70,38.8,50.4,42.9,38.8,-98,-100,-100,111,2022
"112",-100,15337.5,23737.5,23737.5,1,3,-100,50,2,6230,770,1,2,2,2,-70,2910,7490,2,8750,5190,2,5120,6490,4,3,52,26,12,12,16,16,1,1,3,3,1,1,3,5,2,1,-100,1,12,2,2,1,-100,1,2,1,1,-100,2,1,-100,2,6,5,6,50,4,2,1,3,-100,-100,-100,-100,2,1,1,2,34,0,-70,-70,-70,-70,-70,-70,-70,38.3,34.6,28.7,51.5,17,-100,-100,112,2022
